ep_number,video_id,video_url,title,speaker,subtitle_mode,lang,txt_path
1,XWWEGyi2lwM,https://www.youtube.com/watch?v=XWWEGyi2lwM,"Meu Imóvel Rural ferramenta para autonomia","Carlos Mário Guedes de Guedes - INCRA",auto,pt,"downloads/redeauroraater/#001 - Meu Imóvel Rural ferramenta para autonomia {Carlos Mário Guedes de Guedes - INCRA}.txt"
2,WLsLdgfN5JM,https://www.youtube.com/watch?v=WLsLdgfN5JM,"Extensão universitária para o desenvolvimento de destino de cicloturismo","Clarice Bastarz - UFPR",auto,pt,"downloads/redeauroraater/#002 - Extensão universitária para o desenvolvimento de destino de cicloturismo {Clarice Bastarz - UFPR}.txt"
3,767OxutU0I4,https://www.youtube.com/watch?v=767OxutU0I4,"O uso das redes sociais como ferramenta de aprendizagem junto aos agricultores familiares","Renato Antônio da Silva - Emater/RN",auto,pt,"downloads/redeauroraater/#003 - O uso das redes sociais como ferramenta de aprendizagem junto aos agricultores familiares {Renato Antônio da Silva - Emater-RN}.txt"
4,V2vmGx1j6Ck,https://www.youtube.com/watch?v=V2vmGx1j6Ck,"A experiência de formação em Extensão Rural e Agroecologia","Nina Paula Ferreira Laranjeira - UnB",auto,pt,"downloads/redeauroraater/#004 - A experiência de formação em Extensão Rural e Agroecologia {Nina Paula Ferreira Laranjeira - UnB}.txt"
5,buowq0S7-xE,https://www.youtube.com/watch?v=buowq0S7-xE,"Promovendo a digitalização inclusiva na Amazônia Paraense","Denis Rodrigues de Oliveira",auto,pt,"downloads/redeauroraater/#005 - Promovendo a digitalização inclusiva na Amazônia Paraense {Denis Rodrigues de Oliveira}.txt"
6,p8WNd6rhxno,https://www.youtube.com/watch?v=p8WNd6rhxno,"Ater pública frente à digitalização na agricultura: construção e perspectivas","Alice Alcântara",auto,pt,"downloads/redeauroraater/#006 - Ater pública frente à digitalização na agricultura- construção e perspectivas {Alice Alcântara}.txt"
8,Jz8QTrKGMMI,https://www.youtube.com/watch?v=Jz8QTrKGMMI,"O uso de redes sociais pela agricultura familiar para ampliar a comercialização","Livio Sergio Dias Claudino (Unifesspa) e Graciele dos Prazeres Pustilnik (UFRGS)",auto,pt,"downloads/redeauroraater/#008 - O uso de redes sociais pela agricultura familiar para ampliar a comercialização {Livio Sergio Dias Claudino (Unifesspa) e Graciele dos Prazeres Pustilnik (UFRGS)}.txt"
9,Ooht7sdX5Ts,https://www.youtube.com/watch?v=Ooht7sdX5Ts,"Avaliando os efeitos da Extensão Rural na produtividade em um sistema pluralista","Adauto B. Rocha Junior - Universidade de Missoure",auto,pt,"downloads/redeauroraater/#009 - Avaliando os efeitos da Extensão Rural na produtividade em um sistema pluralista {Adauto B. Rocha Junior - Universidade de Missoure}.txt"
10,ilfn593UOlw,https://www.youtube.com/watch?v=ilfn593UOlw,"Inteligência coletiva na Agricultura: como a IA fortalece a colaboração entre campo e laboratório","Carlos Catalão Alves - Nova FCSH",auto,pt,"downloads/redeauroraater/#010 - Inteligência coletiva na Agricultura- como a IA fortalece a colaboração entre campo e laboratório {Carlos Catalão Alves - Nova FCSH}.txt"
11,avCGvUHjBpc,https://www.youtube.com/watch?v=avCGvUHjBpc,"A linguagem clara como estratégia de extensão rural, em Portugal","Cristina Nobre Soares – Comunicação Clara de Ciência",auto,pt,"downloads/redeauroraater/#011 - A linguagem clara como estratégia de extensão rural, em Portugal {Cristina Nobre Soares – Comunicação Clara de Ciência}.txt"
12,EaI5702vijc,https://www.youtube.com/watch?v=EaI5702vijc,"Desafios da Extensão Rural Contemporânea","Thiago Vasconcelos Melo - UFVJM",auto,pt,"downloads/redeauroraater/#012 - Desafios da Extensão Rural Contemporânea {Thiago Vasconcelos Melo - UFVJM}.txt"
14,KT7qnCzvdnc,https://www.youtube.com/watch?v=KT7qnCzvdnc,"Agricultura urbana: o caso exitoso de Maringá","Ednaldo Michellon – DAG/UEM",auto,pt,"downloads/redeauroraater/#014 - Agricultura urbana- o caso exitoso de Maringá {Ednaldo Michellon – DAG-UEM}.txt"
15,SXdCNI8zBQc,https://www.youtube.com/watch?v=SXdCNI8zBQc,"Transformando a Extensão Rural: Projeto Piloto Epagri e ATER+ Digital","Humberto Bicca Neto (EPAGRI)",auto,pt,"downloads/redeauroraater/#015 - Transformando a Extensão Rural- Projeto Piloto Epagri e ATER+ Digital {Humberto Bicca Neto (EPAGRI)}.txt"
16,uv9GJrGyjrs,https://www.youtube.com/watch?v=uv9GJrGyjrs,"Extensão universitária e sustentabilidade em rede: a experiência do assentamento rural Itamarati","Juliana Carrijo",auto,pt,"downloads/redeauroraater/#016 - Extensão universitária e sustentabilidade em rede- a experiência do assentamento rural Itamarati {Juliana Carrijo}.txt"
17,gvXA0MC-Oyc,https://www.youtube.com/watch?v=gvXA0MC-Oyc,"Construindo caminhos para a criação agroecológica de animais","Juliana Vieira Paz – Yamandú Agroecologia",auto,pt,"downloads/redeauroraater/#017 - Construindo caminhos para a criação agroecológica de animais {Juliana Vieira Paz – Yamandú Agroecologia}.txt"
18,bhRDIRkoLwE,https://www.youtube.com/watch?v=bhRDIRkoLwE,"Plataforma Ater+ Digital: Hubs desenvolvidos pela Embrapa Meio Ambiente","Luciano Lourenço Nass (Embrapa)",auto,pt,"downloads/redeauroraater/#018 - Plataforma Ater+ Digital- Hubs desenvolvidos pela Embrapa Meio Ambiente {Luciano Lourenço Nass (Embrapa)}.txt"
19,3I4kSaD1sNs,https://www.youtube.com/watch?v=3I4kSaD1sNs,"Uso das mídias digitais na ATER","Flavia Maria de Oliveira Ott (EPAGRI), Filipe Espíndola (EPAGRI) e Leandro Correia Ebert (EMATER/RS-Ascar)",auto,pt,"downloads/redeauroraater/#019 - Uso das mídias digitais na ATER {Flavia Maria de Oliveira Ott (EPAGRI), Filipe Espíndola (EPAGRI) e Leandro Correia Ebert (EMATER-RS-Ascar)}.txt"
20,GTeFj6ZTJ7Q,https://www.youtube.com/watch?v=GTeFj6ZTJ7Q,"Desenvolvimento rural em tempos de transformação: desafios e possibilidades","Cidonea Machado Deponti - UNISC",auto,pt,"downloads/redeauroraater/#020 - Desenvolvimento rural em tempos de transformação- desafios e possibilidades {Cidonea Machado Deponti - UNISC}.txt"
21,OrJJhkyK_d4,https://www.youtube.com/watch?v=OrJJhkyK_d4,"PAS Nordeste e as Redes Territoriais de ATER","Jose Humberto Oliveira - IICA",auto,pt,"downloads/redeauroraater/#021 - PAS Nordeste e as Redes Territoriais de ATER {Jose Humberto Oliveira - IICA}.txt"
22,4-fNOfi7AwU,https://www.youtube.com/watch?v=4-fNOfi7AwU,"Perspectivas digitais para a ATER: digitalização, letramento digital, autodeclaração e p. públicas","Mário Lucio de Avila - Programa de Pós-Graduação em Meio Ambiente e Desenvolvimento Rural (MADER-UnB)",auto,pt,"downloads/redeauroraater/#022 - Perspectivas digitais para a ATER- digitalização, letramento digital, autodeclaração e p. públicas {Mário Lucio de Avila - Programa de Pós-Graduação em Meio Ambiente e Desenvolvimento Rural (MADER-UnB)}.txt"
23,GP4ZtB5TmZQ,https://www.youtube.com/watch?v=GP4ZtB5TmZQ,"Semeando mensagens, colhendo diálogos: a comunicação rural e o uso do WhatsApp","Gabriel Arroyo - Universidade de Araraquara",auto,pt,"downloads/redeauroraater/#023 - Semeando mensagens, colhendo diálogos- a comunicação rural e o uso do WhatsApp {Gabriel Arroyo - Universidade de Araraquara}.txt"
24,OmEJCAXaBlg,https://www.youtube.com/watch?v=OmEJCAXaBlg,"Segurança Alimentar e Qualidade de Vida contribuições do Pila Verde e Pila Azul","Tiago Gorski Lacerda - Santiago/RS",auto,pt,"downloads/redeauroraater/#024 - Segurança Alimentar e Qualidade de Vida contribuições do Pila Verde e Pila Azul {Tiago Gorski Lacerda - Santiago-RS}.txt"
1,XWWEGyi2lwM,https://www.youtube.com/watch?v=XWWEGyi2lwM,"Meu Imóvel Rural ferramenta para autonomia","Carlos Mário Guedes de Guedes - INCRA",auto,pt,"downloads/redeauroraater/#001 - Meu Imóvel Rural ferramenta para autonomia {Carlos Mário Guedes de Guedes - INCRA}.txt"
2,WLsLdgfN5JM,https://www.youtube.com/watch?v=WLsLdgfN5JM,"Extensão universitária para o desenvolvimento de destino de cicloturismo","Clarice Bastarz - UFPR",auto,pt,"downloads/redeauroraater/#002 - Extensão universitária para o desenvolvimento de destino de cicloturismo {Clarice Bastarz - UFPR}.txt"
3,767OxutU0I4,https://www.youtube.com/watch?v=767OxutU0I4,"O uso das redes sociais como ferramenta de aprendizagem junto aos agricultores familiares","Renato Antônio da Silva - Emater/RN",auto,pt,"downloads/redeauroraater/#003 - O uso das redes sociais como ferramenta de aprendizagem junto aos agricultores familiares {Renato Antônio da Silva - Emater-RN}.txt"
4,V2vmGx1j6Ck,https://www.youtube.com/watch?v=V2vmGx1j6Ck,"A experiência de formação em Extensão Rural e Agroecologia","Nina Paula Ferreira Laranjeira - UnB",auto,pt,"downloads/redeauroraater/#004 - A experiência de formação em Extensão Rural e Agroecologia {Nina Paula Ferreira Laranjeira - UnB}.txt"
5,buowq0S7-xE,https://www.youtube.com/watch?v=buowq0S7-xE,"Promovendo a digitalização inclusiva na Amazônia Paraense","Denis Rodrigues de Oliveira",auto,pt,"downloads/redeauroraater/#005 - Promovendo a digitalização inclusiva na Amazônia Paraense {Denis Rodrigues de Oliveira}.txt"
6,p8WNd6rhxno,https://www.youtube.com/watch?v=p8WNd6rhxno,"Ater pública frente à digitalização na agricultura: construção e perspectivas","Alice Alcântara",auto,pt,"downloads/redeauroraater/#006 - Ater pública frente à digitalização na agricultura- construção e perspectivas {Alice Alcântara}.txt"
7,Jz8QTrKGMMI,https://www.youtube.com/watch?v=Jz8QTrKGMMI,"O uso de redes sociais pela agricultura familiar para ampliar a comercialização","Livio Sergio Dias Claudino (Unifesspa) e Graciele dos Prazeres Pustilnik (UFRGS)",auto,pt,"downloads/redeauroraater/#007 - O uso de redes sociais pela agricultura familiar para ampliar a comercialização {Livio Sergio Dias Claudino (Unifesspa) e Graciele dos Prazeres Pustilnik (UFRGS)}.txt"
8,Ooht7sdX5Ts,https://www.youtube.com/watch?v=Ooht7sdX5Ts,"Avaliando os efeitos da Extensão Rural na produtividade em um sistema pluralista","Adauto B. Rocha Junior - Universidade de Missoure",auto,pt,"downloads/redeauroraater/#008 - Avaliando os efeitos da Extensão Rural na produtividade em um sistema pluralista {Adauto B. Rocha Junior - Universidade de Missoure}.txt"
9,ilfn593UOlw,https://www.youtube.com/watch?v=ilfn593UOlw,"Inteligência coletiva na Agricultura: como a IA fortalece a colaboração entre campo e laboratório","Carlos Catalão Alves - Nova FCSH",auto,pt,"downloads/redeauroraater/#009 - Inteligência coletiva na Agricultura- como a IA fortalece a colaboração entre campo e laboratório {Carlos Catalão Alves - Nova FCSH}.txt"
10,avCGvUHjBpc,https://www.youtube.com/watch?v=avCGvUHjBpc,"A linguagem clara como estratégia de extensão rural, em Portugal","Cristina Nobre Soares – Comunicação Clara de Ciência",auto,pt,"downloads/redeauroraater/#010 - A linguagem clara como estratégia de extensão rural, em Portugal {Cristina Nobre Soares – Comunicação Clara de Ciência}.txt"
11,EaI5702vijc,https://www.youtube.com/watch?v=EaI5702vijc,"Desafios da Extensão Rural Contemporânea","Thiago Vasconcelos Melo - UFVJM",auto,pt,"downloads/redeauroraater/#011 - Desafios da Extensão Rural Contemporânea {Thiago Vasconcelos Melo - UFVJM}.txt"
12,KT7qnCzvdnc,https://www.youtube.com/watch?v=KT7qnCzvdnc,"Agricultura urbana: o caso exitoso de Maringá","Ednaldo Michellon – DAG/UEM",auto,pt,"downloads/redeauroraater/#012 - Agricultura urbana- o caso exitoso de Maringá {Ednaldo Michellon – DAG-UEM}.txt"
13,SXdCNI8zBQc,https://www.youtube.com/watch?v=SXdCNI8zBQc,"Transformando a Extensão Rural: Projeto Piloto Epagri e ATER+ Digital","Humberto Bicca Neto (EPAGRI)",auto,pt,"downloads/redeauroraater/#013 - Transformando a Extensão Rural- Projeto Piloto Epagri e ATER+ Digital {Humberto Bicca Neto (EPAGRI)}.txt"
14,uv9GJrGyjrs,https://www.youtube.com/watch?v=uv9GJrGyjrs,"Extensão universitária e sustentabilidade em rede: a experiência do assentamento rural Itamarati","Juliana Carrijo",auto,pt,"downloads/redeauroraater/#014 - Extensão universitária e sustentabilidade em rede- a experiência do assentamento rural Itamarati {Juliana Carrijo}.txt"
15,gvXA0MC-Oyc,https://www.youtube.com/watch?v=gvXA0MC-Oyc,"Construindo caminhos para a criação agroecológica de animais","Juliana Vieira Paz – Yamandú Agroecologia",auto,pt,"downloads/redeauroraater/#015 - Construindo caminhos para a criação agroecológica de animais {Juliana Vieira Paz – Yamandú Agroecologia}.txt"
16,bhRDIRkoLwE,https://www.youtube.com/watch?v=bhRDIRkoLwE,"Plataforma Ater+ Digital: Hubs desenvolvidos pela Embrapa Meio Ambiente","Luciano Lourenço Nass (Embrapa)",auto,pt,"downloads/redeauroraater/#016 - Plataforma Ater+ Digital- Hubs desenvolvidos pela Embrapa Meio Ambiente {Luciano Lourenço Nass (Embrapa)}.txt"
17,3I4kSaD1sNs,https://www.youtube.com/watch?v=3I4kSaD1sNs,"Uso das mídias digitais na ATER","Flavia Maria de Oliveira Ott (EPAGRI), Filipe Espíndola (EPAGRI) e Leandro Correia Ebert (EMATER/RS-Ascar)",auto,pt,"downloads/redeauroraater/#017 - Uso das mídias digitais na ATER {Flavia Maria de Oliveira Ott (EPAGRI), Filipe Espíndola (EPAGRI) e Leandro Correia Ebert (EMATER-RS-Ascar)}.txt"
18,GTeFj6ZTJ7Q,https://www.youtube.com/watch?v=GTeFj6ZTJ7Q,"Desenvolvimento rural em tempos de transformação: desafios e possibilidades","Cidonea Machado Deponti - UNISC",auto,pt,"downloads/redeauroraater/#018 - Desenvolvimento rural em tempos de transformação- desafios e possibilidades {Cidonea Machado Deponti - UNISC}.txt"
19,OrJJhkyK_d4,https://www.youtube.com/watch?v=OrJJhkyK_d4,"PAS Nordeste e as Redes Territoriais de ATER","Jose Humberto Oliveira - IICA",auto,pt,"downloads/redeauroraater/#019 - PAS Nordeste e as Redes Territoriais de ATER {Jose Humberto Oliveira - IICA}.txt"
20,4-fNOfi7AwU,https://www.youtube.com/watch?v=4-fNOfi7AwU,"Perspectivas digitais para a ATER: digitalização, letramento digital, autodeclaração e p. públicas","Mário Lucio de Avila - Programa de Pós-Graduação em Meio Ambiente e Desenvolvimento Rural (MADER-UnB)",auto,pt,"downloads/redeauroraater/#020 - Perspectivas digitais para a ATER- digitalização, letramento digital, autodeclaração e p. públicas {Mário Lucio de Avila - Programa de Pós-Graduação em Meio Ambiente e Desenvolvimento Rural (MADER-UnB)}.txt"
21,GP4ZtB5TmZQ,https://www.youtube.com/watch?v=GP4ZtB5TmZQ,"Semeando mensagens, colhendo diálogos: a comunicação rural e o uso do WhatsApp","Gabriel Arroyo - Universidade de Araraquara",auto,pt,"downloads/redeauroraater/#021 - Semeando mensagens, colhendo diálogos- a comunicação rural e o uso do WhatsApp {Gabriel Arroyo - Universidade de Araraquara}.txt"
22,OmEJCAXaBlg,https://www.youtube.com/watch?v=OmEJCAXaBlg,"Segurança Alimentar e Qualidade de Vida contribuições do Pila Verde e Pila Azul","Tiago Gorski Lacerda - Santiago/RS",auto,pt,"downloads/redeauroraater/#022 - Segurança Alimentar e Qualidade de Vida contribuições do Pila Verde e Pila Azul {Tiago Gorski Lacerda - Santiago-RS}.txt"
23,mxxvhRNuobQ,https://www.youtube.com/watch?v=mxxvhRNuobQ,"Caminhadas Internacional na Natureza Extensão Rural como protagonista do turismo","Monique Chaves – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#023 - Caminhadas Internacional na Natureza Extensão Rural como protagonista do turismo {Monique Chaves – Emater-RS-Ascar}.txt"
24,upu1HEnvGRA,https://www.youtube.com/watch?v=upu1HEnvGRA,"Ações da Extensão Rural impactos das chuvas, cheias e estiagem no Rio Grande do Sul","Katiule Pereira Morais – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#024 - Ações da Extensão Rural impactos das chuvas, cheias e estiagem no Rio Grande do Sul {Katiule Pereira Morais – Emater-RS-Ascar}.txt"
25,sTEJFU7Jmvg,https://www.youtube.com/watch?v=sTEJFU7Jmvg,"A cidadania alimentar para a transformação dos sistemas alimentares","Gustavo Pinto da Silva",auto,pt,"downloads/redeauroraater/#025 - A cidadania alimentar para a transformação dos sistemas alimentares {Gustavo Pinto da Silva}.txt"
26,n88jNHcE4bo,https://www.youtube.com/watch?v=n88jNHcE4bo,"A educação em saúde na prevenção da Cria Pútrida Americana","Miriam Sayuri Sassaki",auto,pt,"downloads/redeauroraater/#026 - A educação em saúde na prevenção da Cria Pútrida Americana {Miriam Sayuri Sassaki}.txt"
27,4iSUMoci9JI,https://www.youtube.com/watch?v=4iSUMoci9JI,"Avaliação do Balanço da PNATER 2023 2024   DATER MDA","Marcus Peixoto",auto,pt,"downloads/redeauroraater/#027 - Avaliação do Balanço da PNATER 2023 2024 DATER MDA {Marcus Peixoto}.txt"
28,TnnR_SB41Cc,https://www.youtube.com/watch?v=TnnR_SB41Cc,"Ações com PCDs na Extensão Social","Flávia Maria de Oliveira Ott – Epagri",auto,pt,"downloads/redeauroraater/#028 - Ações com PCDs na Extensão Social {Flávia Maria de Oliveira Ott – Epagri}.txt"
29,uSUtmuU1awY,https://www.youtube.com/watch?v=uSUtmuU1awY,"Sistema Asbraer para formação de extensionistas e uso de tecnologia no campo","Luciano Brandão – Asbraer",auto,pt,"downloads/redeauroraater/#029 - Sistema Asbraer para formação de extensionistas e uso de tecnologia no campo {Luciano Brandão – Asbraer}.txt"
30,2h00rmcaZi0,https://www.youtube.com/watch?v=2h00rmcaZi0,"ATERS com povos tradicionais quilombolas do RS","Regina da Silva Miranda– Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#030 - ATERS com povos tradicionais quilombolas do RS {Regina da Silva Miranda– Emater-RS-Ascar}.txt"
31,Q_3Ridp-wuw,https://www.youtube.com/watch?v=Q_3Ridp-wuw,"Desafios e oportunidades da produção orgânica na agricultura familiar","Gilmar Francisco Vione – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#031 - Desafios e oportunidades da produção orgânica na agricultura familiar {Gilmar Francisco Vione – Emater-RS-Ascar}.txt"
32,MCWArS77pK8,https://www.youtube.com/watch?v=MCWArS77pK8,"Homeopatia como ferramenta de saúde e qualidade de vida no campo","Doriana Gozzi Miotto – Emater/RS-Ascar",auto,pt,"downloads/redeauroraater/#032 - Homeopatia como ferramenta de saúde e qualidade de vida no campo {Doriana Gozzi Miotto – Emater-RS-Ascar}.txt"
33,ppNW5gkBxJo,https://www.youtube.com/watch?v=ppNW5gkBxJo,"Tecnologia da Informação e Agricultura Familiar potências e desafios","Mauricio Leonard de Souza – UFOP",auto,pt,"downloads/redeauroraater/#033 - Tecnologia da Informação e Agricultura Familiar potências e desafios {Mauricio Leonard de Souza – UFOP}.txt"
34,aFWfhRy6xg8,https://www.youtube.com/watch?v=aFWfhRy6xg8,"Metodologias participativas na Extensão Rural no contexto do Semiárido Brasileiro","Helder Ribeiro Freitas – UNIVASF",auto,pt,"downloads/redeauroraater/#034 - Metodologias participativas na Extensão Rural no contexto do Semiárido Brasileiro {Helder Ribeiro Freitas – UNIVASF}.txt"
35,XSO6Yjk2Xxo,https://www.youtube.com/watch?v=XSO6Yjk2Xxo,"A construção do conhecimento em ATER feminista e agroecológica no Nordeste do Brasil","Laeticia Medeiros Jalil - UFRPE -  Serra Talhada",auto,pt,"downloads/redeauroraater/#035 - A construção do conhecimento em ATER feminista e agroecológica no Nordeste do Brasil {Laeticia Medeiros Jalil - UFRPE - Serra Talhada}.txt"
36,kbojPeBY1js,https://www.youtube.com/watch?v=kbojPeBY1js,"Plano de vida rural ATER digital e inovações em negócios de impacto socioambiental","Sebastião Pereira de Faria Júnior – MDS Saúde Animal",auto,pt,"downloads/redeauroraater/#036 - Plano de vida rural ATER digital e inovações em negócios de impacto socioambiental {Sebastião Pereira de Faria Júnior – MDS Saúde Animal}.txt"
37,DEs45k8vcoA,https://www.youtube.com/watch?v=DEs45k8vcoA,"Experiência de ater de qualidade na pandemia","Diego Adilio da Silva – EPAGRI/SC",auto,pt,"downloads/redeauroraater/#037 - Experiência de ater de qualidade na pandemia {Diego Adilio da Silva – EPAGRI-SC}.txt"
38,_M9K_iyyZlE,https://www.youtube.com/watch?v=_M9K_iyyZlE,"Continuidade ou fim da Extensão Rural pública Um cenário de disputas","Marines Rosali Bock – EMATER/RS-ASCAR",auto,pt,"downloads/redeauroraater/#038 - Continuidade ou fim da Extensão Rural pública Um cenário de disputas {Marines Rosali Bock – EMATER-RS-ASCAR}.txt"
39,pA6XEW9vmIs,https://www.youtube.com/watch?v=pA6XEW9vmIs,"A Escola Família Agrícola e sua contribuição para o desenvolvimento do Campo","Adair Pozzebon – EFASC",auto,pt,"downloads/redeauroraater/#039 - A Escola Família Agrícola e sua contribuição para o desenvolvimento do Campo {Adair Pozzebon – EFASC}.txt"
40,xxLctM8UBNQ,https://www.youtube.com/watch?v=xxLctM8UBNQ,"Ações de extensão e o impacto das ferramentas digitais","Cláudia Bernardini – EMATER/RS",auto,pt,"downloads/redeauroraater/#040 - Ações de extensão e o impacto das ferramentas digitais {Cláudia Bernardini – EMATER-RS}.txt"
41,NxppqHQeXeA,https://www.youtube.com/watch?v=NxppqHQeXeA,"Ater, ferramentas digitais e agricultura familiar quem controla quem","Carlos Mário Guedes de Guedes",auto,pt,"downloads/redeauroraater/#041 - Ater, ferramentas digitais e agricultura familiar quem controla quem {Carlos Mário Guedes de Guedes}.txt"
42,QHUf2v0mvxU,https://www.youtube.com/watch?v=QHUf2v0mvxU,"A Agroecologia e o conhecimento na Agricultura Familiar","João Carlos Costa Gomes – Embrapa Clima Temperado",auto,pt,"downloads/redeauroraater/#042 - A Agroecologia e o conhecimento na Agricultura Familiar {João Carlos Costa Gomes – Embrapa Clima Temperado}.txt"
43,l9VforaCiXY,https://www.youtube.com/watch?v=l9VforaCiXY,"Tem na rua, tem na roça a apropriação do telefone celular pelas famílias de agricultores","Tamires Lopes Pereira",auto,pt,"downloads/redeauroraater/#043 - Tem na rua, tem na roça a apropriação do telefone celular pelas famílias de agricultores {Tamires Lopes Pereira}.txt"
44,x5Itz6OJuoY,https://www.youtube.com/watch?v=x5Itz6OJuoY,"Parâmetros da ATER Digital no Brasil","Rede Aurora",auto,pt,"downloads/redeauroraater/#044 - Parâmetros da ATER Digital no Brasil {Rede Aurora}.txt"
45,Uq5629k-rz0,https://www.youtube.com/watch?v=Uq5629k-rz0,"História e perspectivas futuras da Extensão Rural Social","Luana Lucas Alves – EMATER/RS-ASCAR",auto,pt,"downloads/redeauroraater/#045 - História e perspectivas futuras da Extensão Rural Social {Luana Lucas Alves – EMATER-RS-ASCAR}.txt"
46,MrYhdEQxbBo,https://www.youtube.com/watch?v=MrYhdEQxbBo,"Lamparina tecnologia digital, violência e mulheres rurais","Lorena Lima de Moraes",auto,pt,"downloads/redeauroraater/#046 - Lamparina tecnologia digital, violência e mulheres rurais {Lorena Lima de Moraes}.txt"
47,tjCtdJCjyYI,https://www.youtube.com/watch?v=tjCtdJCjyYI,"Plataforma Ater+ Digital conteúdos e ferramentas para extensionistas e agricultores","Rodrigo Montalvão Ferraz",auto,pt,"downloads/redeauroraater/#047 - Plataforma Ater+ Digital conteúdos e ferramentas para extensionistas e agricultores {Rodrigo Montalvão Ferraz}.txt"
